StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade
26,89,1,0,2,1,0,29,3,10,1,76,75,1,0,1
26,89,0,0,0,1,0,19,1,0,1,67,74,0,2,1
26,89,0,0,0,1,0,26,1,0,1,80,62,0,2,2
26,89,0,0,0,1,0,29,3,10,1,76,75,1,0,1
27,64,0,1,1,1,1,19,2,9,1,53,41,1,1,3
27,64,0,1,1,1,1,18,2,7,1,99,91,0,0,0
27,64,2,1,2,1,1,19,2,9,1,53,41,1,1,3
27,64,2,1,2,1,1,18,2,7,1,99,91,0,0,0
27,64,2,0,1,1,1,19,2,9,1,53,41,1,1,3
27,64,2,0,1,1,1,18,2,7,1,99,91,0,0,0
27,64,1,1,2,1,1,19,2,9,1,53,41,1,1,3
27,64,1,1,2,1,1,18,2,7,1,99,91,0,0,0
21,93,1,1,1,0,1,18,1,18,1,54,66,1,2,2
21,93,1,1,1,0,1,26,0,0,0,95,53,1,2,3
21,93,0,1,0,0,1,18,1,18,1,54,66,1,2,2
21,93,0,1,0,0,1,26,0,0,0,95,53,1,2,3
21,93,0,1,1,1,1,18,1,18,1,54,66,1,2,2
21,93,0,1,1,1,1,26,0,0,0,95,53,1,2,3
21,93,0,1,0,1,1,18,1,18,1,54,66,1,2,2
21,93,0,1,0,1,1,26,0,0,0,95,53,1,2,3
21,93,1,0,1,1,1,18,1,18,1,54,66,1,2,2
21,93,1,0,1,1,1,26,0,0,0,95,53,1,2,3
21,93,2,1,0,1,1,18,1,18,1,54,66,1,2,2
21,93,2,1,0,1,1,26,0,0,0,95,53,1,2,3
21,93,0,0,1,1,1,18,1,18,1,54,66,1,2,2
21,93,0,0,1,1,1,26,0,0,0,95,53,1,2,3
21,93,1,1,1,0,1,18,1,18,1,54,66,1,2,2
21,93,1,1,1,0,1,26,0,0,0,95,53,1,2,3
15,69,1,1,1,1,0,26,0,18,1,66,46,1,2,3
15,69,1,1,1,1,0,29,3,18,1,80,81,1,1,1
15,69,1,1,1,1,0,18,1,16,0,86,74,0,1,1
15,69,1,1,1,1,0,22,2,3,1,73,93,1,1,0
15,69,1,1,1,1,0,26,3,7,1,65,46,1,2,3
15,69,1,1,1,1,0,23,0,0,0,51,82,1,2,1
15,69,1,1,2,1,0,26,0,18,1,66,46,1,2,3
15,69,1,1,2,1,0,29,3,18,1,80,81,1,1,1
15,69,1,1,2,1,0,18,1,16,0,86,74,0,1,1
15,69,1,1,2,1,0,22,2,3,1,73,93,1,1,0
15,69,1,1,2,1,0,26,3,7,1,65,46,1,2,3
15,69,1,1,2,1,0,23,0,0,0,51,82,1,2,1
15,69,1,1,1,1,0,26,0,18,1,66,46,1,2,3
15,69,1,1,1,1,0,29,3,18,1,80,81,1,1,1
15,69,1,1,1,1,0,18,1,16,0,86,74,0,1,1
15,69,1,1,1,1,0,22,2,3,1,73,93,1,1,0
15,69,1,1,1,1,0,26,3,7,1,65,46,1,2,3
15,69,1,1,1,1,0,23,0,0,0,51,82,1,2,1
15,69,0,0,0,1,0,26,0,18,1,66,46,1,2,3
15,69,0,0,0,1,0,29,3,18,1,80,81,1,1,1
15,69,0,0,0,1,0,18,1,16,0,86,74,0,1,1
15,69,0,0,0,1,0,22,2,3,1,73,93,1,1,0
15,69,0,0,0,1,0,26,3,7,1,65,46,1,2,3
15,69,0,0,0,1,0,23,0,0,0,51,82,1,2,1
15,69,0,1,1,0,0,26,0,18,1,66,46,1,2,3
15,69,0,1,1,0,0,29,3,18,1,80,81,1,1,1
15,69,0,1,1,0,0,18,1,16,0,86,74,0,1,1
15,69,0,1,1,0,0,22,2,3,1,73,93,1,1,0
15,69,0,1,1,0,0,26,3,7,1,65,46,1,2,3
15,69,0,1,1,0,0,23,0,0,0,51,82,1,2,1
18,82,1,1,0,1,1,28,3,7,0,75,75,0,0,1
18,82,0,1,1,1,1,28,3,7,0,75,75,0,0,1
18,82,1,1,2,1,1,28,3,7,0,75,75,0,0,1
18,82,2,0,1,1,1,28,3,7,0,75,75,0,0,1
18,82,1,1,2,0,1,28,3,7,0,75,75,0,0,1
18,82,0,1,2,1,1,28,3,7,0,75,75,0,0,1
18,82,1,1,1,1,1,28,3,7,0,75,75,0,0,1
20,82,0,1,1,1,1,26,2,18,0,75,64,1,2,2
20,82,1,1,0,1,1,26,2,18,0,75,64,1,2,2
20,82,2,1,0,1,1,26,2,18,0,75,64,1,2,2
20,82,0,1,1,1,1,26,2,18,0,75,64,1,2,2
20,82,1,0,0,1,1,26,2,18,0,75,64,1,2,2
20,82,1,0,1,1,1,26,2,18,0,75,64,1,2,2
28,83,2,0,1,1,1,19,2,17,0,76,86,0,1,0
28,83,2,0,1,1,1,26,3,12,1,64,98,1,1,0
28,83,0,0,1,1,1,19,2,17,0,76,86,0,1,0
28,83,0,0,1,1,1,26,3,12,1,64,98,1,1,0
28,83,1,1,1,1,1,19,2,17,0,76,86,0,1,0
28,83,1,1,1,1,1,26,3,12,1,64,98,1,1,0
28,83,0,0,1,1,1,19,2,17,0,76,86,0,1,0
28,83,0,0,1,1,1,26,3,12,1,64,98,1,1,0
12,95,1,0,2,1,1,27,0,7,1,91,54,1,2,3
12,95,1,0,2,1,1,25,3,12,1,90,60,1,2,2
12,95,2,1,1,1,1,27,0,7,1,91,54,1,2,3
12,95,2,1,1,1,1,25,3,12,1,90,60,1,2,2
12,95,1,1,2,1,1,27,0,7,1,91,54,1,2,3
12,95,1,1,2,1,1,25,3,12,1,90,60,1,2,2
12,95,1,0,1,1,1,27,0,7,1,91,54,1,2,3
12,95,1,0,1,1,1,25,3,12,1,90,60,1,2,2
12,95,1,0,1,1,1,27,0,7,1,91,54,1,2,3
12,95,1,0,1,1,1,25,3,12,1,90,60,1,2,2
24,92,2,1,0,1,1,28,1,20,0,78,49,0,2,3
24,92,2,1,0,1,1,27,3,5,0,97,52,0,0,3
24,92,2,1,0,1,1,18,3,3,0,81,87,1,2,0
24,92,1,1,1,0,1,28,1,20,0,78,49,0,2,3
24,92,1,1,1,0,1,27,3,5,0,97,52,0,0,3
24,92,1,1,1,0,1,18,3,3,0,81,87,1,2,0
24,92,2,0,2,1,1,28,1,20,0,78,49,0,2,3
24,92,2,0,2,1,1,27,3,5,0,97,52,0,0,3
24,92,2,0,2,1,1,18,3,3,0,81,87,1,2,0
24,92,2,1,2,1,1,28,1,20,0,78,49,0,2,3
24,92,2,1,2,1,1,27,3,5,0,97,52,0,0,3
24,92,2,1,2,1,1,18,3,3,0,81,87,1,2,0
24,92,2,1,1,1,1,28,1,20,0,78,49,0,2,3
24,92,2,1,1,1,1,27,3,5,0,97,52,0,0,3
24,92,2,1,1,1,1,18,3,3,0,81,87,1,2,0
33,64,1,0,1,1,0,20,3,4,1,90,87,1,2,0
33,64,1,0,1,1,0,25,2,9,0,77,83,1,1,1
18,71,0,1,0,1,1,24,0,2,1,63,63,1,1,2
18,71,0,1,0,1,1,22,1,2,0,68,79,0,0,1
18,71,2,1,1,1,1,24,0,2,1,63,63,1,1,2
18,71,2,1,1,1,1,22,1,2,0,68,79,0,0,1
18,71,0,1,0,1,1,24,0,2,1,63,63,1,1,2
18,71,0,1,0,1,1,22,1,2,0,68,79,0,0,1
18,71,1,1,1,1,1,24,0,2,1,63,63,1,1,2
18,71,1,1,1,1,1,22,1,2,0,68,79,0,0,1
18,71,1,0,1,1,1,24,0,2,1,63,63,1,1,2
18,71,1,0,1,1,1,22,1,2,0,68,79,0,0,1
18,71,2,1,1,1,1,24,0,2,1,63,63,1,1,2
18,71,2,1,1,1,1,22,1,2,0,68,79,0,0,1
19,90,1,1,2,1,0,20,0,15,1,100,72,1,0,1
19,90,1,1,2,1,0,19,1,18,1,58,76,1,2,1
19,90,0,0,1,1,0,20,0,15,1,100,72,1,0,1
19,90,0,0,1,1,0,19,1,18,1,58,76,1,2,1
19,90,2,1,0,1,0,20,0,15,1,100,72,1,0,1
19,90,2,1,0,1,0,19,1,18,1,58,76,1,2,1
19,90,2,0,1,1,0,20,0,15,1,100,72,1,0,1
19,90,2,0,1,1,0,19,1,18,1,58,76,1,2,1
24,70,2,0,1,1,1,20,2,1,0,69,75,1,2,1
24,70,1,1,1,1,1,20,2,1,0,69,75,1,2,1
24,70,2,0,0,1,1,20,2,1,0,69,75,1,2,1
24,70,2,1,0,1,1,20,2,1,0,69,75,1,2,1
24,70,1,1,1,1,1,20,2,1,0,69,75,1,2,1
24,70,2,0,0,0,1,20,2,1,0,69,75,1,2,1
24,70,2,1,2,1,1,20,2,1,0,69,75,1,2,1
17,67,2,1,2,1,1,27,0,1,1,79,68,1,2,2
17,67,1,1,1,1,1,27,0,1,1,79,68,1,2,2
17,67,2,1,1,1,1,27,0,1,1,79,68,1,2,2
17,67,1,0,2,1,1,27,0,1,1,79,68,1,2,2
17,67,0,0,1,1,1,27,0,1,1,79,68,1,2,2
17,67,0,0,2,1,1,27,0,1,1,79,68,1,2,2
14,74,2,1,2,1,0,20,1,3,0,89,61,0,0,2
14,74,2,1,2,1,0,27,1,18,1,73,63,1,1,2
14,74,1,0,2,1,0,20,1,3,0,89,61,0,0,2
14,74,1,0,2,1,0,27,1,18,1,73,63,1,1,2
14,74,1,0,0,0,0,20,1,3,0,89,61,0,0,2
14,74,1,0,0,0,0,27,1,18,1,73,63,1,1,2
16,75,1,1,1,1,0,26,0,9,0,81,75,0,2,1
16,75,1,1,1,1,0,18,0,9,1,54,88,1,2,0
16,75,1,1,1,1,0,26,0,11,0,76,51,1,2,3
16,75,0,1,1,1,0,26,0,9,0,81,75,0,2,1
16,75,0,1,1,1,0,18,0,9,1,54,88,1,2,0
16,75,0,1,1,1,0,26,0,11,0,76,51,1,2,3
16,75,0,1,1,1,0,26,0,9,0,81,75,0,2,1
16,75,0,1,1,1,0,18,0,9,1,54,88,1,2,0
16,75,0,1,1,1,0,26,0,11,0,76,51,1,2,3
16,75,0,1,2,1,0,26,0,9,0,81,75,0,2,1
16,75,0,1,2,1,0,18,0,9,1,54,88,1,2,0
16,75,0,1,2,1,0,26,0,11,0,76,51,1,2,3
27,82,2,1,0,1,0,26,0,6,1,93,79,1,1,1
27,82,2,1,0,1,0,29,3,2,0,61,68,0,2,2
27,82,2,1,0,1,0,26,1,12,0,90,44,0,1,3
27,82,2,1,0,1,0,27,0,3,1,83,62,0,2,2
11,64,1,1,0,1,1,21,3,14,1,53,82,1,1,1
11,64,1,1,0,1,1,19,2,13,1,83,69,1,2,2
11,64,1,1,0,1,1,20,0,3,0,97,82,1,0,1
11,64,0,1,2,0,1,21,3,14,1,53,82,1,1,1
11,64,0,1,2,0,1,19,2,13,1,83,69,1,2,2
11,64,0,1,2,0,1,20,0,3,0,97,82,1,0,1
11,64,1,1,1,1,1,21,3,14,1,53,82,1,1,1
11,64,1,1,1,1,1,19,2,13,1,83,69,1,2,2
11,64,1,1,1,1,1,20,0,3,0,97,82,1,0,1
11,64,1,0,0,1,1,21,3,14,1,53,82,1,1,1
11,64,1,0,0,1,1,19,2,13,1,83,69,1,2,2
11,64,1,0,0,1,1,20,0,3,0,97,82,1,0,1
29,86,1,1,1,1,0,18,3,8,0,79,71,0,2,1
29,86,1,1,1,1,0,26,2,10,1,86,62,1,2,2
29,86,1,1,1,1,0,22,0,8,1,87,99,1,1,0
29,86,1,1,1,1,0,23,2,15,1,87,66,0,1,2
29,86,1,1,1,1,0,23,1,13,1,72,84,1,2,1
29,86,1,1,1,1,0,20,0,19,1,84,45,0,2,3
29,86,2,0,0,1,0,18,3,8,0,79,71,0,2,1
29,86,2,0,0,1,0,26,2,10,1,86,62,1,2,2
29,86,2,0,0,1,0,22,0,8,1,87,99,1,1,0
29,86,2,0,0,1,0,23,2,15,1,87,66,0,1,2
29,86,2,0,0,1,0,23,1,13,1,72,84,1,2,1
29,86,2,0,0,1,0,20,0,19,1,84,45,0,2,3
29,86,0,1,1,1,0,18,3,8,0,79,71,0,2,1
29,86,0,1,1,1,0,26,2,10,1,86,62,1,2,2
29,86,0,1,1,1,0,22,0,8,1,87,99,1,1,0
29,86,0,1,1,1,0,23,2,15,1,87,66,0,1,2
29,86,0,1,1,1,0,23,1,13,1,72,84,1,2,1
29,86,0,1,1,1,0,20,0,19,1,84,45,0,2,3
31,95,1,1,1,1,1,21,3,19,0,61,44,1,2,3
7,77,1,0,1,1,1,25,0,5,1,82,41,1,1,3
7,77,1,0,1,1,1,27,3,8,0,74,70,1,0,1
23,67,1,0,0,1,1,23,2,4,1,69,93,1,0,0
23,67,1,0,0,1,1,28,2,6,1,55,100,0,2,0
23,67,1,0,0,1,1,22,2,0,0,85,90,0,1,0
23,67,1,0,0,1,1,23,2,4,1,69,93,1,0,0
23,67,1,0,0,1,1,28,2,6,1,55,100,0,2,0
23,67,1,0,0,1,1,22,2,0,0,85,90,0,1,0
23,67,0,1,1,1,1,23,2,4,1,69,93,1,0,0
23,67,0,1,1,1,1,28,2,6,1,55,100,0,2,0
23,67,0,1,1,1,1,22,2,0,0,85,90,0,1,0
23,67,1,1,2,1,1,23,2,4,1,69,93,1,0,0
23,67,1,1,2,1,1,28,2,6,1,55,100,0,2,0
23,67,1,1,2,1,1,22,2,0,0,85,90,0,1,0
23,67,1,0,1,1,1,23,2,4,1,69,93,1,0,0
23,67,1,0,1,1,1,28,2,6,1,55,100,0,2,0
23,67,1,0,1,1,1,22,2,0,0,85,90,0,1,0
23,67,1,0,0,1,1,23,2,4,1,69,93,1,0,0
23,67,1,0,0,1,1,28,2,6,1,55,100,0,2,0
23,67,1,0,0,1,1,22,2,0,0,85,90,0,1,0
23,67,0,1,1,1,1,23,2,4,1,69,93,1,0,0
23,67,0,1,1,1,1,28,2,6,1,55,100,0,2,0
23,67,0,1,1,1,1,22,2,0,0,85,90,0,1,0
17,98,2,0,2,0,0,28,3,0,0,80,92,1,1,0
17,98,2,0,2,0,0,25,0,3,1,76,84,0,2,1
17,98,0,1,1,1,0,28,3,0,0,80,92,1,1,0
17,98,0,1,1,1,0,25,0,3,1,76,84,0,2,1
17,98,0,1,0,1,0,28,3,0,0,80,92,1,1,0
17,98,0,1,0,1,0,25,0,3,1,76,84,0,2,1
17,98,1,0,1,1,0,28,3,0,0,80,92,1,1,0
17,98,1,0,1,1,0,25,0,3,1,76,84,0,2,1
17,98,1,0,0,1,0,28,3,0,0,80,92,1,1,0
17,98,1,0,0,1,0,25,0,3,1,76,84,0,2,1
14,90,1,1,1,1,1,24,1,17,0,91,63,0,0,2
14,90,1,1,1,1,1,23,2,4,0,62,66,0,2,2
14,90,1,1,1,1,1,24,1,17,0,91,63,0,0,2
14,90,1,1,1,1,1,23,2,4,0,62,66,0,2,2
14,90,2,1,1,1,1,24,1,17,0,91,63,0,0,2
14,90,2,1,1,1,1,23,2,4,0,62,66,0,2,2
14,90,1,1,1,1,1,24,1,17,0,91,63,0,0,2
14,90,1,1,1,1,1,23,2,4,0,62,66,0,2,2
24,78,1,1,0,1,0,29,1,5,0,50,52,1,2,3
24,78,2,1,2,1,0,29,1,5,0,50,52,1,2,3
24,78,0,1,0,1,0,29,1,5,0,50,52,1,2,3
31,75,1,0,0,1,1,19,1,10,0,98,41,1,2,3
31,75,1,0,0,1,1,25,1,4,1,94,48,1,1,3
16,99,2,0,2,1,1,20,0,0,1,96,57,1,2,2
16,99,2,0,2,1,1,19,0,2,1,93,64,1,1,2
16,99,2,0,2,1,1,26,3,16,1,81,73,1,2,1
16,99,1,1,2,1,1,20,0,0,1,96,57,1,2,2
16,99,1,1,2,1,1,19,0,2,1,93,64,1,1,2
16,99,1,1,2,1,1,26,3,16,1,81,73,1,2,1
16,99,2,1,1,1,1,20,0,0,1,96,57,1,2,2
16,99,2,1,1,1,1,19,0,2,1,93,64,1,1,2
16,99,2,1,1,1,1,26,3,16,1,81,73,1,2,1
19,87,0,1,0,1,0,22,1,15,1,77,79,0,2,1
19,87,0,1,0,1,0,20,1,6,1,88,94,0,2,0
19,87,1,0,0,1,0,22,1,15,1,77,79,0,2,1
19,87,1,0,0,1,0,20,1,6,1,88,94,0,2,0
19,87,1,0,1,1,0,22,1,15,1,77,79,0,2,1
19,87,1,0,1,1,0,20,1,6,1,88,94,0,2,0
19,87,1,0,0,1,0,22,1,15,1,77,79,0,2,1
19,87,1,0,0,1,0,20,1,6,1,88,94,0,2,0
19,87,1,1,1,1,0,22,1,15,1,77,79,0,2,1
19,87,1,1,1,1,0,20,1,6,1,88,94,0,2,0
22,82,2,0,1,1,1,26,1,4,0,89,44,1,0,3
22,82,2,0,1,1,1,25,0,12,1,59,91,0,2,0
22,82,1,0,2,1,1,26,1,4,0,89,44,1,0,3
22,82,1,0,2,1,1,25,0,12,1,59,91,0,2,0
22,82,2,0,1,1,1,26,1,4,0,89,44,1,0,3
22,82,2,0,1,1,1,25,0,12,1,59,91,0,2,0
22,82,0,0,1,1,1,26,1,4,0,89,44,1,0,3
22,82,0,0,1,1,1,25,0,12,1,59,91,0,2,0
22,82,2,1,1,1,1,26,1,4,0,89,44,1,0,3
22,82,2,1,1,1,1,25,0,12,1,59,91,0,2,0
22,82,1,1,0,1,1,26,1,4,0,89,44,1,0,3
22,82,1,1,0,1,1,25,0,12,1,59,91,0,2,0
22,82,0,0,1,1,1,26,1,4,0,89,44,1,0,3
22,82,0,0,1,1,1,25,0,12,1,59,91,0,2,0
12,94,2,1,0,1,0,25,1,7,1,79,81,1,1,1
12,94,1,1,1,1,0,25,1,7,1,79,81,1,1,1
29,90,2,0,1,1,0,24,3,10,0,99,61,1,2,2
29,90,2,0,1,1,0,25,0,8,1,55,62,1,2,2
29,90,1,1,1,1,0,24,3,10,0,99,61,1,2,2
29,90,1,1,1,1,0,25,0,8,1,55,62,1,2,2
29,90,0,1,0,1,0,24,3,10,0,99,61,1,2,2
29,90,0,1,0,1,0,25,0,8,1,55,62,1,2,2
29,90,1,1,1,1,0,24,3,10,0,99,61,1,2,2
29,90,1,1,1,1,0,25,0,8,1,55,62,1,2,2
22,90,2,0,2,1,1,20,3,12,1,92,46,0,2,3
22,90,2,0,2,1,1,22,2,19,0,69,55,0,1,2
22,90,2,0,2,1,1,19,1,18,1,98,75,1,0,1
22,90,2,0,2,1,1,25,0,17,1,92,52,1,2,3
22,90,1,1,0,1,1,20,3,12,1,92,46,0,2,3
22,90,1,1,0,1,1,22,2,19,0,69,55,0,1,2
22,90,1,1,0,1,1,19,1,18,1,98,75,1,0,1
22,90,1,1,0,1,1,25,0,17,1,92,52,1,2,3
22,90,1,0,0,1,1,20,3,12,1,92,46,0,2,3
22,90,1,0,0,1,1,22,2,19,0,69,55,0,1,2
22,90,1,0,0,1,1,19,1,18,1,98,75,1,0,1
22,90,1,0,0,1,1,25,0,17,1,92,52,1,2,3
22,90,0,1,1,1,1,20,3,12,1,92,46,0,2,3
22,90,0,1,1,1,1,22,2,19,0,69,55,0,1,2
22,90,0,1,1,1,1,19,1,18,1,98,75,1,0,1
22,90,0,1,1,1,1,25,0,17,1,92,52,1,2,3
22,90,1,1,1,1,1,20,3,12,1,92,46,0,2,3
22,90,1,1,1,1,1,22,2,19,0,69,55,0,1,2
22,90,1,1,1,1,1,19,1,18,1,98,75,1,0,1
22,90,1,1,1,1,1,25,0,17,1,92,52,1,2,3
23,94,0,1,1,1,0,25,2,11,1,84,63,1,2,2
23,94,0,1,1,1,0,25,2,11,1,84,63,1,2,2
23,94,0,1,1,1,0,25,2,11,1,84,63,1,2,2
23,94,2,0,1,1,0,25,2,11,1,84,63,1,2,2
23,94,2,1,1,0,0,25,2,11,1,84,63,1,2,2
23,94,1,0,2,1,0,25,2,11,1,84,63,1,2,2
28,74,0,1,1,1,1,24,2,16,1,94,78,1,2,1
28,74,0,1,1,1,1,27,1,0,1,85,91,1,2,0
28,74,0,1,1,1,1,18,0,5,0,94,45,0,2,3
28,74,2,0,2,1,1,24,2,16,1,94,78,1,2,1
28,74,2,0,2,1,1,27,1,0,1,85,91,1,2,0
28,74,2,0,2,1,1,18,0,5,0,94,45,0,2,3
19,63,2,1,1,1,0,22,1,4,1,55,67,0,0,2
19,63,2,1,1,1,0,27,1,1,1,70,44,1,1,3
19,63,2,1,1,1,0,27,0,10,0,54,86,0,2,0
19,63,2,1,1,1,0,23,3,7,0,65,54,1,2,3
19,63,2,1,1,1,0,22,1,4,1,55,67,0,0,2
19,63,2,1,1,1,0,27,1,1,1,70,44,1,1,3
19,63,2,1,1,1,0,27,0,10,0,54,86,0,2,0
19,63,2,1,1,1,0,23,3,7,0,65,54,1,2,3
19,63,1,1,0,1,0,22,1,4,1,55,67,0,0,2
19,63,1,1,0,1,0,27,1,1,1,70,44,1,1,3
19,63,1,1,0,1,0,27,0,10,0,54,86,0,2,0
19,63,1,1,0,1,0,23,3,7,0,65,54,1,2,3
16,93,1,0,1,1,1,22,3,16,0,64,40,1,2,3
16,93,0,1,1,1,1,22,3,16,0,64,40,1,2,3
16,93,1,1,0,1,1,22,3,16,0,64,40,1,2,3
16,93,2,0,1,0,1,22,3,16,0,64,40,1,2,3
16,93,0,0,1,1,1,22,3,16,0,64,40,1,2,3
16,93,2,0,2,1,1,22,3,16,0,64,40,1,2,3
16,93,1,1,0,1,1,22,3,16,0,64,40,1,2,3
16,93,0,1,1,1,1,22,3,16,0,64,40,1,2,3
16,93,1,1,0,1,1,22,3,16,0,64,40,1,2,3
31,67,0,0,2,1,0,28,3,3,1,83,61,0,0,2
11,87,1,0,2,1,1,28,2,10,0,82,86,0,2,0
11,87,1,0,2,1,1,21,2,6,0,100,50,1,1,3
21,81,1,0,1,1,1,23,3,10,1,64,98,1,0,0
21,81,1,0,1,1,1,28,1,20,1,95,82,1,2,1
21,81,1,0,1,1,1,21,1,17,1,74,84,1,2,1
21,81,0,1,2,1,1,23,3,10,1,64,98,1,0,0
21,81,0,1,2,1,1,28,1,20,1,95,82,1,2,1
21,81,0,1,2,1,1,21,1,17,1,74,84,1,2,1
21,81,1,1,1,1,1,23,3,10,1,64,98,1,0,0
21,81,1,1,1,1,1,28,1,20,1,95,82,1,2,1
21,81,1,1,1,1,1,21,1,17,1,74,84,1,2,1
21,81,1,1,1,1,1,23,3,10,1,64,98,1,0,0
21,81,1,1,1,1,1,28,1,20,1,95,82,1,2,1
21,81,1,1,1,1,1,21,1,17,1,74,84,1,2,1
21,81,1,1,1,1,1,23,3,10,1,64,98,1,0,0
21,81,1,1,1,1,1,28,1,20,1,95,82,1,2,1
21,81,1,1,1,1,1,21,1,17,1,74,84,1,2,1
16,68,1,1,2,1,0,24,3,17,1,61,60,1,2,2
16,68,1,1,1,1,0,24,3,17,1,61,60,1,2,2
16,68,2,0,2,1,0,24,3,17,1,61,60,1,2,2
9,80,2,0,0,1,0,21,3,7,1,75,78,1,2,1
9,80,2,0,0,1,0,26,2,20,0,100,81,1,2,1
9,80,2,0,0,1,0,29,1,5,0,71,93,0,1,0
9,80,0,1,0,1,0,21,3,7,1,75,78,1,2,1
9,80,0,1,0,1,0,26,2,20,0,100,81,1,2,1
9,80,0,1,0,1,0,29,1,5,0,71,93,0,1,0
5,92,1,1,1,1,0,21,3,18,1,54,44,1,0,3
10,92,2,1,0,1,0,21,2,13,0,76,56,0,0,2
10,92,1,0,2,1,0,21,2,13,0,76,56,0,0,2
10,92,0,1,2,1,0,21,2,13,0,76,56,0,0,2
25,83,2,0,1,1,1,21,1,6,1,93,56,1,0,2
25,83,2,1,0,1,1,21,1,6,1,93,56,1,0,2
25,83,2,1,0,1,1,21,1,6,1,93,56,1,0,2
25,83,2,1,2,1,1,21,1,6,1,93,56,1,0,2
25,83,1,1,0,1,1,21,1,6,1,93,56,1,0,2
25,91,2,1,1,1,0,24,0,6,0,92,88,0,2,0
25,91,2,1,1,1,0,21,0,0,0,59,67,1,1,2
25,91,2,1,1,1,0,28,0,9,1,66,62,1,2,2
25,91,1,1,1,1,0,24,0,6,0,92,88,0,2,0
25,91,1,1,1,1,0,21,0,0,0,59,67,1,1,2
25,91,1,1,1,1,0,28,0,9,1,66,62,1,2,2
25,91,0,1,0,1,0,24,0,6,0,92,88,0,2,0
25,91,0,1,0,1,0,21,0,0,0,59,67,1,1,2
25,91,0,1,0,1,0,28,0,9,1,66,62,1,2,2
25,91,0,0,1,1,0,24,0,6,0,92,88,0,2,0
25,91,0,0,1,1,0,21,0,0,0,59,67,1,1,2
25,91,0,0,1,1,0,28,0,9,1,66,62,1,2,2
23,68,1,1,1,1,1,23,0,2,1,77,95,0,2,0
23,68,0,1,1,0,1,23,0,2,1,77,95,0,2,0
23,68,0,1,1,1,1,23,0,2,1,77,95,0,2,0
23,68,1,1,1,1,1,23,0,2,1,77,95,0,2,0
23,68,1,1,1,1,1,23,0,2,1,77,95,0,2,0
23,68,1,1,0,1,1,23,0,2,1,77,95,0,2,0
23,68,2,1,1,1,1,23,0,2,1,77,95,0,2,0
29,88,2,0,0,1,0,24,1,20,1,59,54,1,2,3
25,76,0,1,0,1,1,29,2,17,1,73,90,0,2,0
25,76,1,1,1,1,1,29,2,17,1,73,90,0,2,0
25,76,2,0,2,1,1,29,2,17,1,73,90,0,2,0
25,76,1,1,1,1,1,29,2,17,1,73,90,0,2,0
25,76,2,1,0,0,1,29,2,17,1,73,90,0,2,0
25,76,2,0,1,1,1,29,2,17,1,73,90,0,2,0
8,72,1,1,1,1,0,29,1,6,0,72,85,1,2,0
8,72,1,1,1,1,0,23,3,16,1,68,54,1,2,3
8,72,1,1,1,1,0,28,0,12,1,60,43,1,2,3
8,72,1,1,1,1,0,21,0,1,0,90,79,1,2,1
8,72,1,1,1,1,0,25,0,0,1,81,98,0,0,0
19,83,1,0,2,1,1,22,0,8,0,66,86,1,1,0
19,83,1,0,2,1,1,23,0,18,1,91,78,1,1,1
19,83,0,0,1,1,1,22,0,8,0,66,86,1,1,0
19,83,0,0,1,1,1,23,0,18,1,91,78,1,1,1
19,83,0,1,1,1,1,22,0,8,0,66,86,1,1,0
19,83,0,1,1,1,1,23,0,18,1,91,78,1,1,1
19,83,1,0,2,0,1,22,0,8,0,66,86,1,1,0
19,83,1,0,2,0,1,23,0,18,1,91,78,1,1,1
18,95,2,0,1,1,0,27,2,5,0,76,94,1,1,0
18,95,2,0,1,1,0,19,0,9,1,63,51,1,0,3
18,95,2,0,1,1,0,29,2,9,1,66,53,0,2,3
18,95,2,1,0,1,0,27,2,5,0,76,94,1,1,0
18,95,2,1,0,1,0,19,0,9,1,63,51,1,0,3
18,95,2,1,0,1,0,29,2,9,1,66,53,0,2,3
18,95,2,1,1,1,0,27,2,5,0,76,94,1,1,0
18,95,2,1,1,1,0,19,0,9,1,63,51,1,0,3
18,95,2,1,1,1,0,29,2,9,1,66,53,0,2,3
18,95,1,0,1,1,0,27,2,5,0,76,94,1,1,0
18,95,1,0,1,1,0,19,0,9,1,63,51,1,0,3
18,95,1,0,1,1,0,29,2,9,1,66,53,0,2,3
18,95,0,1,0,1,0,27,2,5,0,76,94,1,1,0
18,95,0,1,0,1,0,19,0,9,1,63,51,1,0,3
18,95,0,1,0,1,0,29,2,9,1,66,53,0,2,3
18,95,1,1,2,1,0,27,2,5,0,76,94,1,1,0
18,95,1,1,2,1,0,19,0,9,1,63,51,1,0,3
18,95,1,1,2,1,0,29,2,9,1,66,53,0,2,3
18,95,1,1,0,1,0,27,2,5,0,76,94,1,1,0
18,95,1,1,0,1,0,19,0,9,1,63,51,1,0,3
18,95,1,1,0,1,0,29,2,9,1,66,53,0,2,3
31,96,1,1,0,1,1,18,3,1,0,73,77,1,2,1
31,96,1,1,0,1,1,26,0,5,1,59,69,1,2,2
31,96,2,1,2,1,1,18,3,1,0,73,77,1,2,1
31,96,2,1,2,1,1,26,0,5,1,59,69,1,2,2
